Iteration;Best Fitness;Average Fitness;Worst Fitness
80;-8901.295041578258;-8901.295041578258;-8901.295041578258
81;-8901.295041578258;-8901.295041578258;-8901.295041578258
82;-8901.295041578258;-8901.295041578258;-8901.295041578258
83;-8901.295041578258;-8901.295041578258;-8901.295041578258
84;-8901.295041578258;-8901.295041578258;-8901.295041578258
85;-8901.295041578258;-8901.295041578258;-8901.295041578258
86;-8901.295041578258;-8901.295041578258;-8901.295041578258
87;-8901.295041578258;-8901.295041578258;-8901.295041578258
88;-8901.295041578258;-8901.295041578258;-8901.295041578258
89;-8901.295041578258;-8901.295041578258;-8901.295041578258
90;-8901.295041578258;-8901.295041578258;-8901.295041578258
91;-8901.295041578258;-8901.295041578258;-8901.295041578258
92;-8901.295041578258;-8901.295041578258;-8901.295041578258
93;-8901.295041578258;-8901.295041578258;-8901.295041578258
94;-8901.295041578258;-8901.295041578258;-8901.295041578258
95;-8901.295041578258;-8901.295041578258;-8901.295041578258
96;-8901.295041578258;-8901.295041578258;-8901.295041578258
97;-8901.295041578258;-8901.295041578258;-8901.295041578258
98;-8901.295041578258;-8901.295041578258;-8901.295041578258
99;-8901.295041578258;-8901.295041578258;-8901.295041578258
100;-8901.295041578258;-8901.295041578258;-8901.295041578258
