Iteration;Best Fitness;Average Fitness;Worst Fitness
63;-8321.835806940291;-8321.835806940291;-8321.835806940291
64;-8321.835806940291;-8321.835806940291;-8321.835806940291
65;-8321.835806940291;-8321.835806940291;-8321.835806940291
66;-8321.835806940291;-8321.835806940291;-8321.835806940291
67;-8321.835806940291;-8321.835806940291;-8321.835806940291
68;-8321.835806940291;-8321.835806940291;-8321.835806940291
69;-8321.835806940291;-8321.835806940291;-8321.835806940291
70;-8321.835806940291;-8321.835806940291;-8321.835806940291
71;-8321.835806940291;-8321.835806940291;-8321.835806940291
72;-8321.835806940291;-8321.835806940291;-8321.835806940291
73;-8321.835806940291;-8321.835806940291;-8321.835806940291
74;-8321.835806940291;-8321.835806940291;-8321.835806940291
75;-8321.835806940291;-8321.835806940291;-8321.835806940291
76;-8321.835806940291;-8321.835806940291;-8321.835806940291
77;-8321.835806940291;-8321.835806940291;-8321.835806940291
78;-8321.835806940291;-8321.835806940291;-8321.835806940291
79;-8321.835806940291;-8321.835806940291;-8321.835806940291
80;-8321.835806940291;-8321.835806940291;-8321.835806940291
81;-8321.835806940291;-8321.835806940291;-8321.835806940291
82;-8321.835806940291;-8321.835806940291;-8321.835806940291
83;-8321.835806940291;-8321.835806940291;-8321.835806940291
84;-8321.835806940291;-8321.835806940291;-8321.835806940291
85;-8321.835806940291;-8321.835806940291;-8321.835806940291
86;-8321.835806940291;-8321.835806940291;-8321.835806940291
87;-8321.835806940291;-8321.835806940291;-8321.835806940291
88;-8321.835806940291;-8321.835806940291;-8321.835806940291
89;-8321.835806940291;-8321.835806940291;-8321.835806940291
90;-8321.835806940291;-8321.835806940291;-8321.835806940291
91;-8321.835806940291;-8321.835806940291;-8321.835806940291
92;-8321.835806940291;-8321.835806940291;-8321.835806940291
93;-8321.835806940291;-8321.835806940291;-8321.835806940291
94;-8321.835806940291;-8321.835806940291;-8321.835806940291
95;-8321.835806940291;-8321.835806940291;-8321.835806940291
96;-8321.835806940291;-8321.835806940291;-8321.835806940291
97;-8321.835806940291;-8321.835806940291;-8321.835806940291
98;-8321.835806940291;-8321.835806940291;-8321.835806940291
99;-8321.835806940291;-8321.835806940291;-8321.835806940291
100;-8321.835806940291;-8321.835806940291;-8321.835806940291
