Iteration;Best Fitness;Average Fitness;Worst Fitness
1;1546.4152813294845;221.10898548043627;-190.6192755054626
2;1832.5716095789744;887.9112830647489;345.93524349784275
3;1832.5716095789744;1398.9445919466868;1072.6249404251987
4;2216.8332637450876;1663.3588499389984;1458.658779915023
5;2216.8332637450876;1820.5441822015905;1692.8363753974868
6;2216.8332637450876;1938.2193253349935;1832.5716095789744
7;2216.8332637450876;2100.498070089113;1966.624378559564
8;2216.8332637450876;2214.7946406865835;2163.9849194556705
9;2216.8332637450876;2216.8332637450876;2216.8332637450876
10;2216.8332637450876;2216.8332637450876;2216.8332637450876
11;2216.8332637450876;2216.8332637450876;2216.8332637450876
12;2216.8332637450876;2216.8332637450876;2216.8332637450876
13;2216.8332637450876;2216.8332637450876;2216.8332637450876
14;2216.8332637450876;2216.8332637450876;2216.8332637450876
15;2216.8332637450876;2216.8332637450876;2216.8332637450876
16;2216.8332637450876;2216.8332637450876;2216.8332637450876
17;2216.8332637450876;2216.8332637450876;2216.8332637450876
18;2216.8332637450876;2216.8332637450876;2216.8332637450876
19;2216.8332637450876;2216.8332637450876;2216.8332637450876
20;2216.8332637450876;2216.8332637450876;2216.8332637450876
21;2216.8332637450876;2216.8332637450876;2216.8332637450876
22;2216.8332637450876;2216.8332637450876;2216.8332637450876
23;2216.8332637450876;2216.8332637450876;2216.8332637450876
24;2216.8332637450876;2216.8332637450876;2216.8332637450876
25;2216.8332637450876;2216.8332637450876;2216.8332637450876
26;2216.8332637450876;2216.8332637450876;2216.8332637450876
27;2216.8332637450876;2216.8332637450876;2216.8332637450876
28;2216.8332637450876;2216.8332637450876;2216.8332637450876
29;2216.8332637450876;2216.8332637450876;2216.8332637450876
30;2216.8332637450876;2216.8332637450876;2216.8332637450876
31;2216.8332637450876;2216.8332637450876;2216.8332637450876
32;2216.8332637450876;2216.8332637450876;2216.8332637450876
33;2216.8332637450876;2216.8332637450876;2216.8332637450876
34;2216.8332637450876;2216.8332637450876;2216.8332637450876
35;2216.8332637450876;2216.8332637450876;2216.8332637450876
36;2216.8332637450876;2216.8332637450876;2216.8332637450876
37;2216.8332637450876;2216.8332637450876;2216.8332637450876
38;2216.8332637450876;2216.8332637450876;2216.8332637450876
39;2216.8332637450876;2216.8332637450876;2216.8332637450876
40;2216.8332637450876;2216.8332637450876;2216.8332637450876
41;2216.8332637450876;2216.8332637450876;2216.8332637450876
42;2216.8332637450876;2216.8332637450876;2216.8332637450876
43;2216.8332637450876;2216.8332637450876;2216.8332637450876
44;2216.8332637450876;2216.8332637450876;2216.8332637450876
45;2216.8332637450876;2216.8332637450876;2216.8332637450876
46;2216.8332637450876;2216.8332637450876;2216.8332637450876
47;2216.8332637450876;2216.8332637450876;2216.8332637450876
48;2216.8332637450876;2216.8332637450876;2216.8332637450876
49;2216.8332637450876;2216.8332637450876;2216.8332637450876
50;2216.8332637450876;2216.8332637450876;2216.8332637450876
51;2216.8332637450876;2216.8332637450876;2216.8332637450876
52;2216.8332637450876;2216.8332637450876;2216.8332637450876
53;2216.8332637450876;2216.8332637450876;2216.8332637450876
54;2216.8332637450876;2216.8332637450876;2216.8332637450876
55;2216.8332637450876;2216.8332637450876;2216.8332637450876
56;2216.8332637450876;2216.8332637450876;2216.8332637450876
57;2216.8332637450876;2216.8332637450876;2216.8332637450876
58;2216.8332637450876;2216.8332637450876;2216.8332637450876
